RASMC_RNA_0H_1	RASMC_RNA_0H_0	RASMC_RNA_PDGF_2H_2	RASMC_RNA_PDGF_2H_0	RASMC_RNA_PDGF_2H_1	RASMC_RNA_PDGF_JQ1_2H_0	RASMC_RNA_PDGF_JQ1_2H_1	RASMC_RNA_PDGF_JQ1_2H_2	RASMC_RNA_PDGF_24H_1	RASMC_RNA_PDGF_24H_2	RASMC_RNA_PDGF_24H_0	RASMC_RNA_PDGF_JQ1_24H_2	RASMC_RNA_PDGF_JQ1_24H_1	RASMC_RNA_PDGF_JQ1_24H_0
Sat1	158.09	185.303	818.932	977.784	966.251	3446.82	3014.71	2960.58	598.359	679.348	620.561	3504.62	3794.57	3540.34
Sat2	4.49096	1.7706	2.28074	1.02514	2.89655	4.63857	0	0.950367	5.99174	1.84991	1.59286	0.736152	1.54697	0
Satb1	0.0220375	0	0	0	0	0.0318665	0.0371805	0	0	0	0	0	0	0
Satb2	0.698404	0.518933	0.935361	0.976461	0.0383197	0.536511	1.47289	1.16927	0.61149	1.21143	0.252871	0.676156	0.851877	0.660484
Satl1	0.166476	0	0	0	0.0487153	0	0	0	0.129563	0.140007	0	0	0	0
Sav1	31.3218	32.6906	29.8618	24.3289	23.1276	23.4615	19.5368	25.173	24.9062	23.1885	20.567	24.2897	26.7065	25.8012
Saxo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saxo2	0.0939017	0	0	0.0291749	0	0	0	0	0	0	0	0	0	0
Sbds	50.0742	56.7427	69.8645	74.27	62.9016	57.8077	45.5704	49.8682	48.4048	48.3625	47.5063	43.1659	39.956	42.8898
Sbf1	20.653	22.5987	23.4244	21.3766	22.9658	32.6876	28.6559	32.7273	30.0961	29.411	34.3102	31.0667	28.6161	33.4882
Sbf2	9.86639	8.60307	5.51352	5.07936	4.44804	4.46468	5.17581	3.89937	8.14467	8.03965	7.6821	5.77972	4.29065	5.45576
Sbk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sbk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sbno1	18.1905	16.7518	16.667	16.192	16.7295	28.4314	27.0265	23.4599	18.4652	17.4089	16.0441	23.895	23.5206	22.7478
Sbno2	11.099	11.5986	38.3695	38.5037	37.72	7.21164	4.01741	7.47592	29.3578	28.4533	29.2136	12.8567	11.9597	13.5244
Sbp	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sbsn	1.51882	0	2.10039	4.09477	11.5699	2.93193	0	2.1849	1.77527	0.335315	0	2.90361	1.59679	2.22742
Sc5d	73.3689	66.2795	70.1919	74.5644	84.1641	52.3701	48.6934	43.7918	80.1205	90.825	83.3095	62.5849	68.6521	58.1923
Scaf1	39.2939	38.5197	37.6979	32.7163	36.9941	33.3903	31.3713	30.5339	35.7261	37.076	38.8724	48.8941	51.6681	52.8981
Scaf11	16.6161	18.4818	15.8219	17.1702	11.7227	23.2853	20.5855	20.4326	15.0096	14.6495	13.3671	16.287	14.894	16.9835
Scaf4	12.6011	11.8782	28.1619	22.4806	26.6279	29.2835	29.789	27.7049	11.0721	11.7388	7.79236	15.4684	14.6145	15.285
Scaf8	16.0347	16.7733	13.6261	11.0359	12.3038	16.1087	13.425	15.3464	11.8497	12.8217	13.9918	12.3835	10.2	11.9479
Scamp1	23.9535	23.247	21.9071	23.3801	24.1987	24.166	23.4707	23.6598	22.5428	22.1052	20.0676	15.8356	17.3384	14.7646
Scamp2	24.5987	26.6475	27.8494	24.1067	20.4342	45.0027	42.8107	51.0041	28.8172	28.3124	34.194	40.5573	38.894	42.4993
Scamp3	57.414	64.4879	64.4913	64.3367	56.7029	49.6744	51.0161	56.2266	71.4378	74.6007	81.1003	78.8895	77.3238	82.2791
Scamp4	31.9401	37.7927	33.7146	34.6517	35.7637	42.2935	52.5321	39.924	36.7242	41.813	42.7786	99.0216	105.49	100.597
Scamp5	2.45596	2.5932	2.23377	3.2932	15.8866	0	0	0.558477	1.2072	1.5491	3.66924	0.593273	0.20454	0.425193
Scand1	137.454	99.5504	172.166	170.286	100.461	134.234	158.084	155.552	175.928	151.484	211.462	223.248	255.071	269.571
Scap	18.0012	18.7345	15.9747	15.9477	13.5341	26.2256	24.4893	23.6571	23.646	22.993	22.8413	34.2241	29.5943	34.3418
Scara3	13.5878	12.0116	15.998	15.2968	16.4378	8.07228	13.866	10.6191	27.8555	28.5114	29.5998	8.56284	9.77411	11.1198
Scara5	1.08529	1.2032	0.595398	0.813554	0	0.74731	0.290643	0.476347	0.180997	0.152122	0.419149	0.0197667	0	0
Scarb1	15.2814	13.9532	15.8447	16.9519	21.351	15.678	10.5307	19.9466	22.6449	20.3636	20.1367	34.2351	29.7152	30.0892
Scarb2	45.0037	45.9467	32.4858	32.6614	32.9936	25.0369	25.5025	25.1733	50.4521	49.0582	48.162	42.8088	42.329	40.5007
Scarf1	0.254781	0.567928	0	0	0	0	0	0.073386	0.69401	0.374975	0	0.24362	0.0447956	0.27936
Scarf2	44.1848	42.1375	70.0286	55.8896	60.6606	31.2208	33.7731	32.624	39.3002	42.9145	51.3074	13.5378	15.0185	13.8421
Scarna15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sccpdh	0	0	0	0	0	0	0.076248	0	0	0.114023	0	0	0.0476753	0
Scd1	52.61	50.6104	39.0281	39.7812	38.7076	31.6719	29.5145	31.1235	76.8758	82.9279	78.5035	39.6528	34.7342	32.7181
Scd2	395.152	388	272.849	267.139	280.249	196.022	178.686	194.973	531.253	569.215	534.352	390.829	353.283	374.144
Scel	0	0	0	0	0	0	0	0	0	0.0287749	0	0	0	0
Scfd1	40.013	42.843	44.7275	53.1418	64.692	26.6396	18.4856	23.9626	45.5417	46.3992	50.5541	21.8806	22.2986	22.7941
Scfd2	5.44464	4.21585	3.56548	2.20802	3.4716	0.331496	2.46569	2.77332	4.41581	4.4464	6.27508	3.94569	4.77629	2.63932
Scg2	0	0	0	0	0	0	0	0	0	0.0369459	0	0.26884	0.123582	0.0770701
Scg3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scg5	0	0	1.12201	0	0	0	0	0	0	0	0	0	0.142693	0
Scgb1a1	0	0	0	0	0	0	0	0	0.274282	0	0	0	0	0
Scgb1b30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scgb1c1	0.238617	0	0	0	0	0	0	0.824761	0	0	0	0	0	1.25585
Scgb1d2	0	0	0	0	0	0	0	0	0	0	0	0.670454	0	0
Scgb2a2	0	0	0	0	0	0.772976	0	0.230957	0	0.168586	0	0.0766708	0	0
Scgb3a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scgb3a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scgn	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schip1	16.7243	14.9204	45.7705	43.4076	48.89	28.0909	27.9286	32.5407	18.9596	22.856	24.7488	8.51802	9.96158	10.067
Scin	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sclt1	7.33821	9.52021	4.50887	8.68553	10.8902	6.14773	9.77679	5.68676	6.93491	6.06124	4.38606	8.2196	7.12682	7.7396
Scly	5.06426	4.51546	5.86356	9.04731	9.61407	8.37567	6.67513	8.58801	7.2792	5.98929	6.67436	7.6631	9.04865	6.58008
Scmh1	12.8571	10.5855	14.0247	12.7445	11.1902	5.29365	6.21362	9.14708	14.4173	16.1636	20.6712	6.40208	5.07165	6.29669
Scml4	0	0	0	0	0	0	0.0999319	0	0	0	0	0	0	0
Scn10a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scn11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scn1a	0	0	0.0515931	0.0185518	0	0	0	0	0.182979	0.0941563	0	0.01	0	0
Scn1b	1.41826	1.59012	3.66304	3.10153	5.00992	5.89441	4.12276	4.8445	12.9791	10.8566	18.6556	7.73087	7.6804	3.89061
Scn2a	2.54515	2.34721	1.24187	1.06986	1.44575	0.454629	0.479924	0.569225	1.71282	2.07752	1.49178	0.4037	0.236905	0.147742
Scn2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scn3a	0.0184795	0	0	0.011483	0	0.0935257	0	0.0159683	0.0647192	0.0349679	0	0	0.0389887	0
Scn3b	0.116202	0.222021	0.0917989	0.226937	0	0	0	0.0286889	0.0968966	0.0628241	0.134635	0	0	0
Scn4a	0	0	0	0	0	0	0	0	0.0845425	0	0.115371	0.010387	0	0
Scn4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scn5a	0	0	0	0.0470117	0	0	0	0	0	0	0	0	0	0
Scn7a	0.0482013	0	0	0	0	0	0	0	0	0	0	0	0	0
Scn8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scn9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scnm1	10.9829	14.3626	15.8922	10.8285	8.48464	7.8348	11.2414	9.9965	15.3857	12.4694	13.8278	17.9789	19.3872	19.5568
Scnn1a	0.154285	0.343914	1.22646	1.10252	0.67722	0.557747	1.39912	0.666594	0.923081	0.997485	0.402206	0.221289	0.305172	0.126877
Scnn1b	0	0	0	0	0	0	0	0	0	0.103921	0	0	0	0
Scnn1g	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sco1	8.08188	6.40099	8.53328	5.79463	8.49831	8.41171	10.264	9.5161	7.82779	8.06662	2.62393	8.30529	8.85362	8.76415
Scoc	51.6596	46.7604	34.0276	39.66	28.549	58.0483	49.1886	42.1867	36.8284	35.4489	36.4574	40.4323	37.814	37.1871
Scp2	42.023	46.7882	35.3816	39.0643	29.1666	45.565	39.0624	38.9814	44.6036	43.7129	44.7191	28.532	30.1472	28.2097
Scp2d1	0.223087	0	0	0.138625	0	0	0	0	0	0	0	0	0	0
Scpep1	199.454	185.851	176.811	174.394	159.894	195.361	229.872	216.194	233.945	219.438	222.036	172.109	164.914	174.395
Scrg1	0	2.98666	0	0.999097	0	0	0	0	0.938498	0	2.32859	0	0	0
Scrib	21.4806	19.9657	24.966	20.6511	18.345	30.3827	28.4599	28.1043	20.2803	20.6446	24.0923	17.7929	18.5797	20.87
Scrn1	38.001	39.5855	39.2087	37.6775	44.0716	12.7947	16.8926	17.8671	35.6097	34.7201	35.9353	12.5039	11.0045	15.6864
Scrn2	8.77732	12.4573	5.45372	5.51544	12.3806	5.2765	2.24626	2.6418	13.125	10.7616	12.9691	4.07381	3.79737	3.56847
Scrn3	8.64224	8.80954	1.28364	2.57415	6.01932	1.13607	2.77155	4.44365	5.58646	5.49615	1.32404	12.0471	5.95232	7.51811
Scrt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scrt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sct	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sctr	0	0	0	0	0	0	0	0	0.939871	0.241816	0.48861	0	0	0
Scube1	0	0	0	0	0	0	0	0.0262	0	0.0191246	0	0	0	0
Scube3	25.3233	22.3112	40.1449	28.2204	42.3003	10.3305	14.7606	12.3466	5.41466	5.49061	6.49456	0.781908	0.371027	0.260308
Scx	1.51045	3.12293	1.63422	0.571309	2.53668	0.569772	2.54835	0.567472	2.68329	1.73974	1.14133	1.05495	0.762059	0.864083
Scyl1	44.9939	53.6962	59.3004	53.1807	53.1453	53.8788	63.598	68.5536	56.8909	59.6028	72.0992	66.4369	66.1861	69.1076
Scyl2	11.8893	11.1051	14.2403	15.0938	15.0592	19.8401	18.6052	15.9631	11.7733	12.5525	12.652	11.9427	11.4769	11.6574
Scyl3	5.20129	3.88115	3.48826	4.64864	3.61403	4.70471	3.84622	5.62286	4.54755	5.13747	6.10327	6.88238	6.0473	5.64967
Sdad1	12.1703	9.88927	18.6902	15.6467	14.9998	17.2084	19.6228	17.0957	10.9532	10.8907	10.3499	23.1138	22.0725	23.3494
Sdc1	54.1121	55.7581	80.0536	78.3585	82.8352	151.355	168.981	169.062	37.3628	38.9168	39.1026	74.2726	72.5391	77.7391
Sdc2	144.263	154.746	140.15	150.593	147.849	151.483	143.499	142.443	153.748	146.973	155.604	84.7606	85.6268	84.9945
Sdc3	38.0153	40.6011	38.4095	34.9215	32.7362	22.7471	22.9587	22.1957	42.7475	40.2048	43.3884	7.58014	8.47128	8.0676
Sdc4	71.2687	92.2678	523.571	580.189	507.431	1011.75	918.446	879.562	67.9217	73.7004	66.8216	172.242	171.709	169.376
Sdcbp	123.554	142.262	181.02	183.376	170.859	286.724	304.338	271.352	208.659	211.339	205.294	378.745	387.296	375.319
Sdcbp2	0.503252	0.37393	5.77462	8.3808	1.23703	5.53059	5.17927	3.73982	0.1175	0.571368	0	3.58017	2.65444	3.77431
Sdccag3	48.2481	21.7204	66.3756	64.3288	51.2731	69.9808	56.0446	35.0065	43.7087	46.6359	39.1377	69.1508	73.0759	69.6215
Sdccag8	4.14505	5.14614	2.86524	3.03216	2.85581	1.176	0.840969	2.08558	6.86029	5.72542	7.20383	7.07403	7.91512	5.10873
Sde2	14.0054	15.0692	21.8616	20.9954	23.897	17.0069	20.5091	12.8563	13.0509	14.8893	11.7489	14.1151	15.3445	13.2331
Sdf2	65.642	72.7749	69.537	71.6861	73.6273	79.0715	97.9991	91.3127	86.3947	81.4977	87.6161	100.603	115.188	111.491
Sdf2l1	18.1072	19.0996	21.6953	23.5624	17.3298	30.4959	22.1635	28.8388	29.2623	27.1421	36.858	29.006	37.7538	32.7008
Sdf4	105.859	113.507	106.836	125.248	110.853	101.305	99.7169	110.233	134.683	126.757	126.689	64.8465	77.2672	63.9429
Sdha	65.3974	65.4613	52.7058	52.5465	37.8945	33.7673	29.3498	33.3253	66.1911	64.6081	61.7988	46.5526	47.807	46.2438
Sdhaf2	30.9261	26.5522	18.4623	19.9068	23.7719	25.1948	30.0204	26.2119	34.3758	33.74	35.2744	47.2432	51.4733	43.3198
Sdhaf3	2.72646	20.2583	10.6797	6.7768	15.1589	15.77	0.766658	12.5651	8.48769	10.8915	3.68543	21.3776	16.2984	14.3495
Sdhb	93.5769	104.828	98.0734	100.942	73.0527	103.156	68.8532	88.0234	113.709	100.552	100.94	97.221	111.497	99.2132
Sdhc	215.866	224.072	191.39	213.335	173.959	199.717	164.653	153.916	151.504	159.558	168.411	155.808	162.2	155.366
Sdhd	48.7573	52.8008	35.9057	41.0192	51.617	46.8576	41.9926	49.2486	35.8642	34.9629	36.9875	37.8719	50.4836	37.6533
Sdk2	2.8634	2.89778	5.68961	4.1453	3.53182	4.19987	9.05592	5.53387	8.33889	8.80389	6.54006	5.19329	3.45372	3.79456
Sdpr	59.8437	61.214	12.3857	13.3926	16.5696	7.28423	11.565	10.4139	40.0486	37.2437	35.4254	5.74354	5.2132	5.4535
Sdr16c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdr16c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdr39u1	14.1478	13.0323	9.98052	13.1268	0.850691	8.33731	10.7903	7.87102	13.8012	11.063	12.4624	11.0077	11.1936	13.3876
Sdr42e1	0.553193	0.411037	0.208577	0.1875	0	0	0	0.260737	0.0587091	0.0634413	0	0.0577046	0.0530521	0
Sds	1.08572	2.37769	0.394996	0.923212	0	2.97466	1.0605	1.67884	1.4676	1.36963	0.331035	1.50805	0.964497	1.27817
Sdsl	0.572417	0.69598	0.215825	1.6168	0	0.526733	1.31694	1.07919	1.21499	1.50986	1.98965	0.17913	0	0.410818
Sebox	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec1	0	0	0	0	0	0	0	0	0	0	0	0.340896	0	0
Sec11a	180.433	167.092	191.939	222.131	216.599	192.811	179.743	194.202	161.365	158.108	173.674	145.757	148.107	160.89
Sec11c	30.4313	45.4141	39.0402	44.0693	20.3758	39.9019	40.4645	43.4549	123.436	123.951	128.185	53.8562	55.7712	64.4717
Sec13	88.2034	80.6811	118.467	116.216	119.982	80.9838	68.7715	79.8182	101.436	110.621	132.158	60.2003	74.6788	74.9662
Sec14l1	21.804	19.2159	24.904	19.5059	11.5474	24.3076	36.5986	30.5925	28.7856	30.4589	30.1189	21.3861	20.7437	23.4968
Sec14l2	2.68888	1.67444	1.0975	0.731991	0	0.14812	0.345641	0.39831	5.7997	5.62108	5.48903	2.7327	2.89058	3.20099
Sec14l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec14l4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec14l5	0	0	0	0.0374374	0	0	0	0.0520604	0	0.0380013	0	0	0	0
Sec16a	23.2355	20.7908	36.9314	29.7868	28.9899	30.7888	40.9243	33.2685	22.6126	24.382	25.9504	23.7688	19.2601	23.2258
Sec16b	3.37221	2.31963	1.30292	2.69025	0.904924	0.0212937	1.31677	0.432638	1.66752	1.6719	2.0474	0.185865	0.062138	0.13563
Sec22a	14.0485	15.5466	12.2199	13.4792	12.6703	11.0525	16.1375	17.711	12.6118	11.5276	12.5169	10.6322	11.0362	10.0008
Sec22b	67.5733	64.6885	77.2544	77.7514	97.3136	73.3388	66.2688	72.2555	60.4492	59.5111	61.6952	48.5542	46.4015	46.4199
Sec23a	47.4708	42.2151	59.7423	51.0766	49.0776	50.1759	55.7877	44.5133	41.6336	48.9412	40.0485	22.4268	21.8049	19.9746
Sec23b	25.6102	26.2495	54.2336	57.3201	53.4542	40.5629	33.234	32.2228	22.6327	29.9824	24.0154	26.0903	23.709	23.7768
Sec23ip	33.2031	29.3137	37.9176	38.3495	34.9104	36.4457	41.9918	38.3253	23.9271	27.7767	29.5876	34.2222	32.6631	36.5713
Sec24a	11.5163	10.6658	32.6534	28.455	49.5675	25.1962	17.9104	23.4398	9.09555	10.259	8.72675	9.86366	8.27671	10.9696
Sec24b	18.9538	16.2331	24.8817	18.7715	23.1404	19.7031	22.7953	20.5304	15.4009	16.0956	17.5151	15.7078	16.0952	15.2282
Sec24c	35.2648	33.1566	29.5738	29.7835	33.0912	33.6769	31.4827	30.6092	35.4118	38.5563	35.1621	40.5794	39.446	40.6309
Sec24d	58.0697	56.9298	86.8864	69.1576	79.4386	45.4875	49.294	49.1461	52.4507	58.7296	55.0934	28.8988	28.0915	30.3659
Sec31a	86.0391	79.5106	98.9929	89.2598	97.0708	79.6944	76.4313	75.9873	86.6373	91.6097	100.342	55.5561	54.593	57.6428
Sec31b	0.14297	0.10623	0.0494133	0	0	0	0	0.0617704	0.104315	0.0225446	0	0.020506	0	0.0470286
Sec61a1	121.294	127.769	217.793	199.567	208.756	153.074	164.069	174.516	129.402	144.897	159.066	124.86	118.892	128.578
Sec61a2	24.5675	18.3042	30.8091	30.9075	31.1725	39.2134	33.1253	37.3537	29.2288	28.7057	30.5255	29.2293	28.997	31.8835
Sec61b	367.496	353.371	445.227	499.026	401.964	482.177	456.328	490.967	569.107	564.519	573.306	381.832	382.829	382.082
Sec61g	268.502	203.853	229.053	380.818	307.432	418.435	366.267	385.737	269.775	297.941	405.157	252.018	287.006	298.032
Sec62	63.3662	64.955	68.2944	72.6892	79.0792	68.1736	61.6514	58.0435	78.3304	71.64	68.1948	66.9425	73.3943	64.3664
Sec63	29.6806	29.2653	38.4601	38.3927	38.4524	37.4736	35.2885	35.0253	36.3925	38.0428	29.4993	29.6613	27.441	28.3321
Secisbp2	8.73924	8.34877	6.18013	7.40749	6.25781	6.14383	8.5273	7.41243	8.62723	9.37343	9.33224	16.9823	17.1638	19.9241
Secisbp2l	19.5831	18.8329	26.6818	18.4951	18.7206	30.0988	35.0224	30.2954	20.5306	19.9526	18.9981	24.4362	18.164	21.0531
Sectm1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sectm1b	0	0	3.38098	5.40325	5.36732	0.589391	0.916903	0.352207	0.15861	0	0	0	0	0
Sel1l	39.106	36.0241	34.2197	29.7582	46.6419	51.7581	54.1056	47.2771	39.1308	41.8899	38.6646	62.873	58.7425	55.4223
Sel1l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sele	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenbp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seli	12.4693	10.4916	19.0994	15.686	14.9373	15.4235	9.68328	17.0729	13.4894	13.5516	12.1521	21.7092	16.6904	17.5428
Selk	97.8688	87.1936	120.304	122.355	56.9367	96.989	90.9239	97.3702	78.9826	93.001	81.0915	91.6852	84.416	81.4995
Sell	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selm	128.776	174.421	227.632	237.912	193.479	120.25	127.981	137.739	343.15	334.763	345.023	190.399	228.036	179.386
Selo	24.396	26.2458	15.5549	15.5292	13.4389	10.8334	14.8759	10.6105	22.7335	21.9046	26.9497	21.6308	24.3377	19.644
Selp	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selplg	0	0	0.318977	0.215058	0	0	0	0	0.0673381	0	0	0	0	0
Selt	58.8133	54.4296	52.4119	52.8721	61.7795	78.9098	69.3471	64.2408	57.4808	59.0206	62.0542	63.0626	62.1663	57.0012
Selv	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema3a	0.231198	0	0.159814	0.610574	0	0	0.731372	0	0.371114	0.546856	0	0.0994812	0.121947	0
Sema3b	12.1511	16.0902	11.4919	11.1532	6.32131	8.42166	9.91538	10.66	8.96235	9.08364	11.2567	1.15428	1.28463	1.11463
Sema3c	60.0447	59.4467	62.0267	56.4082	64.026	50.2705	52.7317	43.1564	30.0436	29.4739	28.4051	33.68	32.7735	33.7559
Sema3d	30.222	24.555	16.5191	16.9114	25.0068	8.00194	8.70225	6.71913	24.237	29.6892	22.6132	5.94814	5.34552	5.14967
Sema3e	3.44926	1.89293	3.14606	2.81036	1.38209	1.80053	1.1832	1.16253	7.45187	6.28313	7.34606	2.59473	2.80828	2.54226
Sema3f	59.7575	55.9345	45.8794	42.9106	50.0226	59.8162	60.9886	63.7933	69.2391	71.9994	72.6259	44.9634	43.4808	45.2343
Sema3g	0.125062	0.265498	0.0246995	0.155425	0	0.955875	0.150713	0.741028	0.145998	0.0901519	0	0.123	0.150777	0.141044
Sema4a	1.96938	3.72757	0.372571	0.334923	0.109192	0.719431	0.349751	0.465742	3.58169	3.55658	2.52195	1.04661	1.29026	1.11832
Sema4b	5.64133	3.25863	17.5932	13.3231	24.7456	16.342	22.4189	20.2762	8.66426	7.94405	9.74997	6.96765	6.22793	7.44731
Sema4c	7.19573	5.54042	3.35135	2.99363	1.29303	3.68284	4.58173	4.2955	7.71971	6.98711	7.30611	4.29554	3.98158	6.03603
Sema4d	0	0.0237846	0	0	0	0	0	0	0	0	0	0	0	0
Sema4f	0.486135	0.337131	0.425647	0.624299	0.45522	0.140592	0.164037	0.532091	0.321593	0.30663	0.356723	0.0743741	0.188039	0.255856
Sema4g	8.76627	8.11166	4.94202	3.20754	6.19826	3.51758	3.30335	3.28121	6.87447	6.11876	6.06658	0.987146	1.31439	1.34665
Sema5a	0.700793	0.379499	0.369471	0.332136	0.031282	1.02194	0.68135	0.769778	1.78181	1.91045	1.81658	0.708708	0.645302	0.711094
Sema5b	0.0381503	0	1.05484	0.758601	3.14819	0.330995	0.321826	0.0988976	0.0222684	0.0240633	0.397816	0.0656622	0	0
Sema6b	0.201391	0	0	0.125142	0	0	0	0.0580076	0.117552	0.0635137	0	0.173311	0.123929	0.110409
Sema6c	0.278972	0.236896	0.0826445	0.0990576	0	1.15256	1.07581	1.20531	0.604821	0.452473	0.392485	0.434422	0.96696	1.65177
Sema6d	0.0107843	0	0	0.0134025	0	0	0.0181946	0	0.0125896	0.0408131	0	0.0618709	0.0113765	0
Sema7a	8.99977	7.85167	218.645	187.219	185.09	185.776	214.111	216.963	13.7822	18.6244	16.5197	18.7387	15.4144	15.9662
Semg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senp17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senp18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senp2	16.1921	14.0411	21.9113	24.1953	21.0043	30.1352	27.1899	30.4854	11.9198	14.0822	16.1561	20.6339	20.6181	24.8641
Senp3	38.2492	36.7868	40.5229	38.5837	34.9977	35.1154	29.6619	27.5893	37.788	39.4616	43.3966	38.086	40.2257	41.5071
Senp6	27.5637	27.5112	33.4779	32.3516	30.2626	31.0982	27.2849	26.9438	21.6949	21.6361	18.1293	22.984	22.3281	23.7426
Senp7	3.25873	2.52829	1.68264	1.36623	0.620409	0.851596	1.12609	0.836849	3.69731	3.07079	4.16988	1.47164	1.50485	1.23982
Senp8	7.26141	4.75725	2.15888	0.970361	1.91925	0.677426	0.790392	3.64333	4.64868	4.72789	6.423	4.30036	3.87128	4.10937
Sep15	278.174	293.283	275.024	315.094	283.465	349.716	311.915	312.852	410.964	401.132	407.066	259.511	254.787	259.187
Sephs1	9.5702	10.9052	8.73659	9.10492	7.58157	2.06966	3.97008	3.85708	7.06587	7.71192	6.9565	5.34443	5.33578	5.92101
Sephs2	12.0915	10.059	4.0791	4.17021	8.88807	5.81422	3.66032	7.29884	11.4141	14.0492	16.3556	18.4878	18.5535	15.9476
Sepp1	18.5294	16.1285	12.8349	15.4075	12.5897	13.9056	16.9029	12.0447	8.13618	5.66406	5.66801	0.653598	1.16645	0.48495
Sepsecs	5.2875	6.60249	4.06105	3.37688	2.67548	4.19457	4.73918	3.64882	3.10776	3.58986	2.1697	4.19216	3.89289	4.63807
Sept1	0.352276	0.0747859	0	0.312717	0	1.67373	0	0.0869725	0.0587498	0.0634853	0	0.0577446	0.0530889	0
Sept10	47.4425	42.9754	27.5028	35.0594	33.0204	35.2579	33.0056	32.8289	29.4024	24.6787	26.5533	20.5494	17.9455	16.4141
Sept11	152.658	142.722	225.206	195.688	226.817	291.591	313.985	312.457	83.1086	82.3518	83.5339	100.336	105.282	106.351
Sept12	0	0	0	0	0	0	0.660664	0.0966775	0	0	0	0	0	0.368024
Sept14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sept2	262.248	261.603	226.604	239.393	264.876	232.817	238.48	215.971	239.772	252.468	231.025	184.954	174.703	163.163
Sept3	0	0	0.285233	0	0	0	0	0	0	0	0	0	0	0.0904891
Sept4	13.8239	16.3554	8.5266	9.44907	12.6025	3.99791	6.09986	5.69699	7.69663	8.51823	7.94674	1.15914	0.89742	0.629619
Sept5	37.208	38.1381	54.7583	49.6545	57.1007	34.9767	36.2018	38.2131	31.4872	32.0854	33.0115	14.4399	13.5181	16.3218
Sept6	2.33299	1.75789	2.13507	0.653386	0.0576925	5.8918	3.82522	4.25904	4.41137	3.27468	3.54062	1.1688	2.04515	1.94556
Sept7	84.2739	93.6566	65.3555	72.0872	78.7395	59.9839	58.6808	49.6063	44.7209	47.6411	35.4573	30.383	30.9957	27.7722
Sept8	102.719	89.8538	77.4811	73.5466	80.115	49.6196	46.1526	48.3592	65.3706	62.5499	66.1079	32.0892	30.638	32.0598
Sept9	38.7777	37.6742	46.0289	42.4022	52.9374	27.8398	31.2045	28.7432	57.7151	62.9656	69.3854	47.9652	48.6311	52.7447
Sepw1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serbp1	235.926	266.082	295.147	270.025	324.815	307.381	328.813	317.476	228.907	231.468	220.921	375.356	409.823	376.931
Serf2	223.445	247.392	272.992	293.496	285.479	284.741	296.75	303.021	244.819	222.578	242.849	127.546	146.179	139.269
Serhl2	16.3162	18.1355	22.3724	18.3859	16.457	22.8598	19.4633	22.2906	15.3379	15.9004	16.8004	21.1424	23.5507	22.2062
Serinc1	125.932	143.494	97.2603	110.296	98.6543	145.645	146.243	113.382	135.509	125.219	114.725	152.875	161.138	129.228
Serinc2	1.79065	1.07573	1.89617	2.036	3.07707	1.48748	1.7998	1.64608	11.2971	8.65116	9.88789	1.31148	1.68803	1.60414
Serinc3	239.471	237.994	244.871	248.459	245.915	289.317	308.078	271.388	286.36	269.6	264.87	204.032	214.82	186.94
